X, A*, gap, pancake28, "21 24 5 25 16 13 15 1 26 7 2 0 22 19 9 10 17 20 23 4 14 12 8 27 11 6 3 18 ", 27, 24138, 0.014680, 1.64428e+06
X, A*, gap, pancake28, "21 22 11 15 10 12 9 25 17 16 24 2 7 3 19 1 26 4 18 27 5 20 14 8 13 23 0 6 ", 27, 33372, 0.018041, 1.84979e+06
X, A*, gap, pancake28, "3 1 23 18 10 0 12 15 4 21 20 9 27 13 24 14 26 19 8 7 5 25 22 6 16 17 11 2 ", 25, 19656, 0.011242, 1.74844e+06
X, A*, gap, pancake28, "16 3 11 8 7 23 21 5 26 15 24 12 20 22 10 6 14 17 13 1 18 2 19 25 0 9 27 4 ", 28, 125631, 0.052810, 2.37892e+06
X, A*, gap, pancake28, "14 5 1 22 26 19 12 21 27 11 4 25 0 10 7 9 18 24 13 6 8 2 23 16 15 20 3 17 ", 28, 134622, 0.078229, 1.72087e+06
X, A*, gap, pancake28, "21 6 1 22 0 12 9 23 18 27 15 10 4 26 16 7 20 3 13 14 17 5 24 2 11 8 19 25 ", 28, 131895, 0.069539, 1.89671e+06
X, A*, gap, pancake28, "5 11 2 18 17 6 19 27 20 15 22 4 23 1 14 26 0 7 10 21 16 3 24 12 8 25 13 9 ", 28, 207738, 0.091119, 2.27985e+06
X, A*, gap, pancake28, "24 16 13 19 25 14 23 4 8 5 7 20 22 10 2 27 3 17 18 21 15 0 26 6 1 9 11 12 ", 27, 224748, 0.123239, 1.82368e+06
X, A*, gap, pancake28, "1 18 22 14 13 2 23 8 25 0 21 17 24 5 12 11 15 27 3 10 20 16 19 9 4 26 6 7 ", 26, 364743, 0.170800, 2.13550e+06
X, A*, gap, pancake28, "16 10 22 25 2 4 20 1 12 14 11 26 5 24 17 3 15 18 0 19 21 23 8 6 7 9 27 13 ", 27, 27999, 0.014456, 1.93684e+06
X, A*, gap, pancake28, "9 2 1 11 6 7 14 25 12 10 18 8 24 17 3 4 20 26 15 0 16 19 13 22 27 21 5 23 ", 25, 6291, 0.003450, 1.82348e+06
X, A*, gap, pancake28, "12 1 8 11 14 18 16 23 10 19 17 3 0 21 7 27 6 13 9 2 25 26 24 20 15 5 4 22 ", 26, 20493, 0.010990, 1.86470e+06
X, A*, gap, pancake28, "15 0 21 22 12 3 6 23 4 5 10 26 11 19 18 17 14 16 24 25 27 9 20 8 7 1 13 2 ", 23, 57105, 0.026413, 2.16200e+06
X, A*, gap, pancake28, "27 12 13 9 10 19 4 20 25 14 16 2 21 15 7 18 3 5 17 1 8 0 26 11 22 6 23 24 ", 26, 102708, 0.049321, 2.08244e+06
X, A*, gap, pancake28, "15 18 0 27 16 26 6 7 25 4 2 17 9 19 24 11 12 13 5 3 10 20 21 8 1 22 23 14 ", 24, 94932, 0.039522, 2.40200e+06
X, A*, gap, pancake28, "2 15 25 27 13 12 21 22 9 17 23 7 20 4 5 3 11 0 8 10 26 14 24 16 6 1 19 18 ", 25, 290331, 0.164947, 1.76015e+06
X, A*, gap, pancake28, "20 21 0 9 15 1 11 25 16 18 17 10 19 27 3 22 24 26 14 13 2 6 8 12 5 23 4 7 ", 26, 493344, 0.230200, 2.14311e+06
X, A*, gap, pancake28, "11 16 0 24 6 22 25 17 9 20 21 14 15 26 1 3 12 8 23 2 5 10 27 4 7 13 18 19 ", 26, 53541, 0.028843, 1.85629e+06
X, A*, gap, pancake28, "17 15 12 1 5 24 8 20 9 11 25 10 7 6 19 0 23 26 18 4 3 27 21 2 16 22 14 13 ", 26, 33912, 0.018237, 1.85952e+06
X, A*, gap, pancake28, "10 21 20 1 15 6 2 3 5 22 18 12 27 4 23 7 0 9 8 25 14 24 26 11 19 16 13 17 ", 26, 133542, 0.064555, 2.06865e+06
X, A*, gap, pancake28, "9 16 23 17 27 0 13 8 6 5 10 14 7 26 2 3 18 25 12 11 15 4 24 1 20 22 21 19 ", 25, 174960, 0.102438, 1.70796e+06
X, A*, gap, pancake28, "20 15 11 7 24 23 21 0 17 2 16 12 19 18 26 1 13 6 4 9 14 25 27 22 10 3 8 5 ", 27, 250776, 0.106034, 2.36505e+06
X, A*, gap, pancake28, "4 15 0 8 2 27 22 21 7 26 13 17 3 11 20 24 1 23 25 5 18 14 9 16 6 10 12 19 ", 28, 264573, 0.132014, 2.00413e+06
X, A*, gap, pancake28, "22 9 19 1 12 0 5 4 2 10 15 21 11 24 6 16 25 3 18 26 7 20 13 23 8 17 14 27 ", 27, 255042, 0.103899, 2.45471e+06
X, A*, gap, pancake28, "18 22 11 19 3 13 27 1 12 26 5 21 10 23 15 25 2 20 14 24 9 17 8 16 0 6 7 4 ", 28, 241353, 0.132489, 1.82168e+06
X, A*, gap, pancake28, "26 24 16 25 5 8 12 19 11 7 4 13 10 22 20 17 2 27 6 18 1 9 14 3 0 15 23 21 ", 29, 817209, 0.337782, 2.41934e+06
X, A*, gap, pancake28, "16 17 15 6 13 9 25 10 26 22 5 3 19 14 18 0 20 1 23 12 7 21 27 24 4 11 2 8 ", 27, 14175, 0.007436, 1.90627e+06
X, A*, gap, pancake28, "5 27 18 10 4 22 19 13 9 2 0 26 8 1 17 7 25 11 21 20 15 16 12 6 23 24 3 14 ", 25, 13446, 0.006525, 2.06069e+06
X, A*, gap, pancake28, "8 2 13 3 11 4 19 17 9 18 27 25 23 22 14 1 15 12 26 0 5 16 6 10 24 21 20 7 ", 26, 22275, 0.013685, 1.62769e+06
X, A*, gap, pancake28, "1 18 9 22 19 12 16 11 26 20 13 14 5 25 24 17 6 2 10 0 4 21 7 8 15 23 27 3 ", 26, 64341, 0.034200, 1.88132e+06
X, A*, gap, pancake28, "9 21 19 8 7 6 12 13 1 3 26 4 15 5 22 23 11 16 25 27 14 0 10 17 18 24 2 20 ", 24, 64125, 0.035327, 1.81518e+06
X, A*, gap, pancake28, "7 25 2 26 11 24 1 0 4 8 10 19 18 5 27 17 13 21 15 6 14 9 12 3 16 23 22 20 ", 26, 110403, 0.062746, 1.75952e+06
X, A*, gap, pancake28, "6 12 7 17 15 20 3 24 16 18 8 10 21 22 9 19 4 0 11 27 2 26 13 1 25 14 23 5 ", 28, 228609, 0.085066, 2.68743e+06
X, A*, gap, pancake28, "2 4 10 26 6 18 1 17 11 14 19 22 0 15 23 21 16 13 27 24 8 25 7 3 12 20 5 9 ", 29, 260820, 0.103506, 2.51985e+06
X, A*, gap, pancake28, "14 2 27 3 1 10 8 15 19 16 26 12 24 7 21 4 0 6 22 13 23 5 11 9 18 17 20 25 ", 28, 475497, 0.193196, 2.46122e+06
X, A*, gap, pancake28, "6 2 19 23 11 16 8 12 20 21 0 1 5 13 17 10 24 4 18 22 7 15 26 25 27 9 3 14 ", 27, 7398432, 2.647288, 2.79472e+06
X, A*, gap, pancake28, "8 3 11 9 2 21 23 24 1 13 19 27 6 5 7 17 22 10 14 25 26 15 18 4 20 0 12 16 ", 26, 111888, 0.053183, 2.10383e+06
X, A*, gap, pancake28, "8 7 12 24 25 5 23 4 13 0 27 18 14 19 16 2 15 1 21 26 20 6 10 3 22 11 9 17 ", 27, 110862, 0.054676, 2.02762e+06
X, A*, gap, pancake28, "0 12 23 18 22 6 25 4 7 8 2 3 1 11 16 9 17 26 20 21 13 27 10 14 5 24 19 15 ", 26, 113076, 0.063741, 1.77399e+06
X, A*, gap, pancake28, "11 17 27 4 21 2 23 16 26 7 24 18 6 25 19 1 0 10 9 15 12 5 13 8 14 3 22 20 ", 27, 131247, 0.069273, 1.89463e+06
X, A*, gap, pancake28, "5 27 25 16 15 20 22 8 24 14 18 26 6 11 21 9 3 4 17 19 7 10 23 13 0 12 2 1 ", 26, 111861, 0.046803, 2.39004e+06
X, A*, gap, pancake28, "21 6 4 17 23 20 13 12 5 22 8 7 18 14 27 16 9 24 25 15 3 1 10 11 26 0 2 19 ", 25, 207900, 0.096676, 2.15048e+06
X, A*, gap, pancake28, "14 20 12 4 9 8 3 7 5 13 26 2 23 22 21 18 25 19 6 17 27 11 15 0 10 1 24 16 ", 26, 199341, 0.080022, 2.49108e+06
X, A*, gap, pancake28, "13 10 1 18 23 27 8 6 17 21 12 2 16 7 25 11 15 22 0 5 9 14 20 3 26 24 4 19 ", 29, 271053, 0.115096, 2.35502e+06
X, A*, gap, pancake28, "3 26 4 6 22 14 25 11 13 21 0 17 10 5 7 24 19 9 2 23 1 15 12 18 20 8 16 27 ", 27, 13554, 0.007227, 1.87547e+06
X, A*, gap, pancake28, "11 24 4 16 18 10 1 15 0 13 3 9 23 12 20 19 26 27 7 17 25 21 6 2 14 8 22 5 ", 27, 64881, 0.033425, 1.94109e+06
X, A*, gap, pancake28, "4 18 23 25 20 7 24 6 16 11 27 17 19 3 13 12 2 1 0 15 22 26 8 9 21 10 14 5 ", 25, 32724, 0.017745, 1.84413e+06
X, A*, gap, pancake28, "3 19 10 21 26 16 23 24 5 7 18 22 11 8 15 1 4 20 9 12 0 2 27 25 14 13 17 6 ", 27, 105084, 0.055996, 1.87663e+06
X, A*, gap, pancake28, "25 14 11 17 3 9 7 26 5 1 0 21 20 8 24 18 10 16 27 23 4 6 15 22 19 2 12 13 ", 26, 107136, 0.043054, 2.48841e+06
X, A*, gap, pancake28, "14 5 1 16 19 23 15 4 8 20 6 17 24 2 10 25 0 7 18 21 11 13 9 3 27 26 12 22 ", 28, 116721, 0.058351, 2.00033e+06
X, A*, gap, pancake28, "17 20 25 19 5 12 10 7 6 3 9 11 0 24 26 18 4 14 22 21 13 2 27 1 23 8 16 15 ", 26, 194940, 0.086585, 2.25143e+06
X, A*, gap, pancake28, "4 14 3 11 7 12 0 21 19 1 8 27 16 10 9 18 25 13 20 17 22 23 5 2 24 6 15 26 ", 27, 227070, 0.123680, 1.83595e+06
X, A*, gap, pancake28, "19 20 2 9 16 14 27 12 24 26 3 0 25 11 17 5 21 22 10 4 8 23 1 18 7 13 15 6 ", 27, 401517, 0.193677, 2.07313e+06
X, A*, gap, pancake28, "8 24 1 27 14 10 22 2 17 12 9 26 13 16 6 23 25 21 0 7 19 3 20 15 18 4 5 11 ", 27, 31941, 0.013972, 2.28607e+06
X, A*, gap, pancake28, "21 26 24 16 14 10 8 0 4 19 17 2 11 6 23 1 20 18 9 5 3 25 15 7 27 22 12 13 ", 27, 31347, 0.017853, 1.75584e+06
X, A*, gap, pancake28, "15 12 0 5 10 20 25 26 4 14 11 9 19 6 21 13 27 3 1 2 23 18 17 7 24 16 8 22 ", 25, 6858, 0.003784, 1.81237e+06
X, A*, gap, pancake28, "2 17 5 6 19 14 27 18 1 20 23 12 22 16 24 10 7 3 26 21 13 25 8 11 0 15 9 4 ", 27, 50598, 0.028914, 1.74995e+06
X, A*, gap, pancake28, "17 24 15 3 16 9 10 13 11 2 6 12 1 5 18 8 19 25 0 4 7 23 27 22 20 26 14 21 ", 27, 15282, 0.008273, 1.84721e+06
X, A*, gap, pancake28, "23 24 25 13 9 2 16 8 15 27 0 7 3 20 21 4 14 11 22 1 17 26 18 12 5 6 19 10 ", 25, 96363, 0.053952, 1.78609e+06
X, A*, gap, pancake28, "14 22 9 6 4 18 10 2 21 16 8 25 12 26 3 15 0 1 13 19 24 27 5 20 11 23 7 17 ", 28, 245025, 0.123183, 1.98911e+06
X, A*, gap, pancake28, "27 19 6 5 8 10 0 4 13 22 17 14 2 11 12 20 24 21 23 15 7 9 3 18 16 25 1 26 ", 27, 191457, 0.107919, 1.77408e+06
X, A*, gap, pancake28, "21 3 13 20 26 23 16 17 18 25 4 6 15 1 9 5 19 7 0 27 24 22 10 2 12 14 8 11 ", 27, 405999, 0.164525, 2.46770e+06
X, A*, gap, pancake28, "2 11 18 5 21 25 13 0 22 7 9 16 26 1 14 4 8 24 23 6 15 12 3 17 20 27 19 10 ", 28, 272133, 0.148904, 1.82757e+06
X, A*, gap, pancake28, "24 21 11 19 18 2 15 27 5 0 16 7 1 26 13 8 14 25 3 17 12 20 10 23 9 6 4 22 ", 28, 418230, 0.205849, 2.03173e+06
X, A*, gap, pancake28, "15 0 5 23 20 4 1 10 16 7 24 26 25 27 9 14 13 8 18 11 2 22 6 12 17 3 21 19 ", 28, 17334081, 6.316454, 2.74427e+06
X, A*, gap, pancake28, "16 11 23 4 13 17 26 2 20 18 24 7 0 14 8 25 15 19 12 1 27 5 6 3 22 9 21 10 ", 27, 24732, 0.017406, 1.42089e+06
X, A*, gap, pancake28, "2 20 12 26 9 15 13 22 1 4 19 24 10 21 27 11 6 0 16 14 25 3 23 18 8 17 7 5 ", 28, 14985, 0.008816, 1.69975e+06
X, A*, gap, pancake28, "25 12 4 9 13 5 6 20 19 8 26 15 7 24 0 3 1 2 23 27 22 10 14 16 18 11 17 21 ", 25, 10881, 0.006053, 1.79762e+06
X, A*, gap, pancake28, "1 11 25 17 15 2 24 7 21 10 6 22 16 4 13 19 0 20 14 12 3 23 18 5 8 9 26 27 ", 26, 33858, 0.015404, 2.19800e+06
X, A*, gap, pancake28, "9 8 21 27 24 1 7 3 13 14 12 17 5 22 15 18 16 20 10 0 4 26 2 25 11 19 6 23 ", 26, 15903, 0.008713, 1.82520e+06
X, A*, gap, pancake28, "1 27 15 9 6 5 19 4 3 18 21 20 26 17 22 8 23 16 0 13 25 11 2 12 14 10 7 24 ", 25, 6561, 0.003603, 1.82098e+06
X, A*, gap, pancake28, "1 20 18 25 12 22 11 4 7 8 21 26 5 14 9 10 0 13 23 3 15 17 27 16 19 6 2 24 ", 27, 114264, 0.057291, 1.99445e+06
X, A*, gap, pancake28, "1 18 7 9 3 14 21 12 17 26 25 11 8 13 4 24 16 22 23 27 6 20 0 5 19 10 15 2 ", 27, 120258, 0.069133, 1.73952e+06
X, A*, gap, pancake28, "25 8 27 15 17 18 16 20 6 5 13 19 14 24 3 7 9 10 0 23 11 2 22 26 4 12 21 1 ", 26, 120609, 0.048388, 2.49254e+06
